ligand,receptor,ligand_uniprot,receptor_uniprot,y,set
WNT3A,LGR5,P56704,O75473,1,train
HLA-C,PIK3CG,P10321,P48736,0,train
AVP,SLC19A3,P01185,Q9BZV2,0,train
LAMB3,CD151,Q13751,P48509,1,train
GDNF,OR13C2,P39905,Q8NGS9,0,train
LHB,VIPR1,P01229,P32241,1,train
GNAI2,KMT2E,P04899,Q8IZD2,0,train
IL24,SLC30A9,Q13007,Q6PML9,0,train
CEACAM16,DUOX1,Q2WEN9,Q9NRD9,0,train
IL11,NUP210L,P20809,Q5VU65,0,train
TNFSF9,NPDC1,P41273,Q9NQX5,0,train
IGFBP4,SERP1,P22692,Q9Y6X1,0,train
VEGFA,RAB4B,P15692,P61018,0,train
BMP7,MYO9A,P18075,B2RTY4,0,train
WNT3A,LRP1,P56704,Q07954,1,train
IGF2,CD3D,P01344,P04234,0,train
LTB,PCDHGA4,Q06643,Q9Y5G9,0,train
ICAM4,ITGA2B,Q14773,P08514,1,train
S100A8,CD36,P05109,P16671,1,train
LAMC1,CLIC4,P11047,Q9Y696,0,train
COL1A1,LMBRD1,P02452,Q9NUN5,0,train
FGF13,EGFR,Q92913,P00533,1,train
MFNG,NOTCH1,O00587,P46531,1,train
SHANK1,SEPTIN14,Q9Y566,Q6ZU15,0,train
CALM3,KCNQ1,P0DP25,P51787,1,train
FN1,CD44,P02751,P16070,1,train
EFNB2,TOR1A,P52799,O14656,0,train
RLN3,ADRB3,Q8WXF3,P13945,1,train
RGMA,TMEM150C,Q96B86,B9EJG8,0,train
APOE,LRP5,P02649,O75197,1,train
CCN2,ITGA5,P29279,P08648,1,train
ST6GAL1,EGFR,P15907,P00533,1,train
KITLG,NME5,P21583,P56597,0,train
HMGB1,CD163,P09429,Q86VB7,1,train
CEACAM6,FLT1,P40199,P17948,0,train
EDN1,TBC1D3G,P05305,Q6DHY5,0,train
BMP3,BMPR1B,P12645,O00238,1,train
LAMA3,SDC2,Q16787,P34741,1,train
ICAM4,CD300E,Q14773,Q496F6,0,train
CXCL2,CXCR1,P19875,P25024,1,train
CALM3,SCN10A,P0DP25,Q9Y5Y9,1,train
PTH2,GPR20,Q96A98,Q99678,1,train
NLGN2,NRXN1,Q8NFZ4,Q9ULB1,1,train
FN1,PLAUR,P02751,Q03405,1,train
FN1,ROBO4,P02751,Q8WZ75,1,train
RLN3,CHMP3,Q8WXF3,Q9Y3E7,0,train
TGFB3,ITGB6,P10600,P18564,1,train
IFNA14,IFNAR2,P01570,P48551,1,train
CCL7,TRAJ42,P80098,A0A075B6Y9,0,train
COL5A1,CNKSR2,P20908,Q8WXI2,0,train
VEGFA,TRBV6-9,P15692,A0A0J9YX75,0,train
TGFB1,TGFBR3,P01137,Q03167,1,train
CXCL8,GUCA1B,P10145,Q9UMX6,0,train
IL24,IL20RB,Q13007,Q6UXL0,1,train
NRG1,ERBB2,Q02297,P04626,1,train
HLA-B,KIR3DL1,P01889,P43629,1,train
RLN3,TLN2,Q8WXF3,Q9Y4G6,0,train
GDF2,RAB8A,Q9UK05,P61006,0,train
COL9A1,MAG,P20849,P20916,1,train
IL17A,TRBV12-4,Q16552,A0A0B4J2E0,0,train
CCN1,TLR4,O00622,O00206,1,train
F2,THBD,P00734,P07204,1,train
HLA-G,LRP5,P17693,O75197,0,train
TGFB1,SOCS7,P01137,O14512,0,train
CXCL2,DPP4,P19875,P27487,1,train
TNC,PTPRB,P24821,P23467,1,train
LAMA2,OR6C76,P24043,A6NM76,0,train
SFRP2,FZD5,Q96HF1,Q13467,1,train
POMC,OR6N2,P01189,Q8NGY6,0,train
DLL4,NOTCH3,Q9NR61,Q9UM47,1,train
F12,ODF2,P00748,Q5BJF6,0,train
DCN,EGFR,P07585,P00533,1,train
SEMA4A,BTBD11,Q9H3S1,A6QL63,0,train
GHRL,PTGIR,Q9UBU3,P43119,1,train
SST,SLC7A9,P61278,P82251,0,train
SEMA3D,NRP1,O95025,O14786,1,train
COLQ,MUSK,Q9Y215,O15146,1,train
CXCL5,OR8K1,P42830,Q8NGG5,0,train
THBS1,C18orf15,P07996,Q96N68,0,train
GNAI2,TMEM210,P04899,A6NLX4,0,train
PTMA,VIPR1,P06454,P32241,1,train
AVP,SNPH,P01185,O15079,0,train
VTN,ITGB3,P04004,P05106,1,train
CCL21,MAPK3,O00585,P27361,0,train
LPA,LPAR1,P08519,Q92633,1,train
GDF2,PLET1,Q9UK05,Q6UQ28,0,train
NTF4,NTRK1,P34130,P04629,1,train
FGF6,TMEM271,P10767,A0A286YF58,0,train
GIP,INSR,P09681,P06213,1,train
COL1A2,ITGB1,P08123,P05556,1,train
ADAM10,MET,O14672,P08581,1,train
FN1,LAMP5,P02751,Q9UJQ1,0,train
CCL7,ACKR1,P80098,Q16570,1,train
LAMC1,ITGB1,P11047,P05556,1,train
COL6A1,ITGA1,P12109,P56199,1,train
WNT3A,APCDD1,P56704,Q8J025,1,train
TG,GLT8D1,P01266,Q68CQ7,0,train
HLA-C,CD3G,P10321,P09693,1,train
AREG,EGFR,P15514,P00533,1,train
KNG1,CNGA4,P01042,Q8IV77,0,train
GNRH2,ATP1B3,O43555,P54709,0,train
PLTP,ABCA1,P55058,O95477,1,train
PTH2,RAMP3,Q96A98,O60896,1,train
LAMA1,TMPRSS6,P25391,Q8IU80,1,train
LGALS9,SLC1A5,O00182,Q15758,1,train
NGF,ADGRA3,P01138,Q8IWK6,0,train
SERPING1,ANO7,P05155,Q6IWH7,0,train
LAMA5,JPH2,O15230,Q9BR39,0,train
GDF9,NLGN4Y,O60383,Q8NFZ3,0,train
CCN1,CLEC1A,O00622,Q8NC01,0,train
CCL5,JAML,P13501,Q86YT9,0,train
HRAS,TLR9,P01112,Q9NR96,1,train
WNT3,FZD8,P56703,Q9H461,1,train
RIMS1,FLCN,Q86UR5,Q8NFG4,0,train
SERPINE1,NOS1,P05121,P29475,0,train
RIMS1,DHRS3,Q86UR5,O75911,0,train
AFDN,DLGAP1,P55196,O14490,0,train
BMP7,PCDHAC1,P18075,Q9H158,0,train
C1QB,LRP1,P02746,Q07954,1,train
SAA1,PRRT3,P0DJI8,Q5FWE3,0,train
HRAS,THEM4,P01112,Q5T1C6,0,train
WNT1,FZD8,P04628,Q9H461,1,train
APOB,EPS8,P04114,Q12929,0,train
PCSK9,VLDLR,Q8NBP7,P98155,1,train
PLG,CYBB,P00747,P04839,0,train
SFRP1,HEPHL1,Q8N474,Q6MZM0,0,train
GRN,OPRK1,P28799,P41145,0,train
RIMS2,ABCA1,Q9UQ26,O95477,1,train
AVP,VIPR1,P01185,P32241,1,train
GAD1,GRM4,Q99259,Q14833,1,train
GNAI2,ADCY9,P04899,O60503,1,train
CALCB,OR51Q1,P10092,Q8NH59,0,train
HSP90B1,TRBV16,P14625,A0A087WV62,0,train
F13A1,ARHGAP5,P00488,Q13017,0,train
GIP,AP1S2,P09681,P56377,0,train
PPY,GRM7,P01298,Q14831,1,train
ADAM10,NOTCH2,O14672,Q04721,1,train
C5,ADRA2A,P01031,P08913,1,train
TIMP3,AGTR2,P35625,P50052,1,train
TNFSF15,TNFRSF25,O95150,Q93038,1,train
COL2A1,ITGA2,P02458,P17301,1,train
KNG1,GP1BA,P01042,P07359,1,train
NPS,ADCYAP1R1,P0C0P6,P41586,1,train
CXCL5,PCDHB3,P42830,Q9Y5E6,0,train
CXCL3,CXCR2,P19876,P25025,1,train
INHBA,SMAD3,P08476,P84022,1,train
IFNA17,IFNAR1,P01571,P17181,1,train
NGF,SORCS2,P01138,Q96PQ0,1,train
ADIPOQ,ADIPOR2,Q15848,Q86V24,1,train
FGF23,SPATA31A6,Q9GZV9,Q5VVP1,0,train
COL1A1,ITGA2,P02452,P17301,1,train
NPB,NPBWR2,Q8NG41,P48146,1,train
GCG,RAMP2,P01275,O60895,1,train
ADM2,LRTM2,Q7Z4H4,Q8N967,0,train
BDNF,SORT1,P23560,Q99523,1,train
LPA,LPAR3,P08519,Q9UBY5,1,train
WNT7A,FZD5,O00755,Q13467,1,train
L1CAM,FGFR2,P32004,P21802,1,train
HSP90B1,LRP1,P14625,Q07954,1,train
IL19,IL20RB,Q9UHD0,Q6UXL0,1,train
CALCA,ADCYAP1R1,P01258,P41586,1,train
VIP,TOR1A,P01282,O14656,0,train
RLN3,FAM189A1,Q8WXF3,O60320,0,train
DKK4,LRP5,Q9UBT3,O75197,1,train
IFNA8,IFNAR2,P32881,P48551,1,train
FASLG,TNFRSF6B,P48023,O95407,1,train
S100A8,CD68,P05109,P34810,1,train
GNAI2,PACC1,P04899,Q9H813,0,train
VTN,SLC13A2,P04004,Q13183,0,train
FASLG,TNFRSF1A,P48023,P19438,1,train
WNT1,ARHGEF7,P04628,Q14155,0,train
IL9,CASR,P15248,P41180,0,train
COL5A2,CD226,P05997,Q15762,0,train
LIPC,LRP1,P11150,Q07954,1,train
HLA-E,KLRC2,P13747,P26717,1,train
APOE,LDLR,P02649,P01130,1,train
HSPG2,SLC22A16,P98160,Q86VW1,0,train
IL17A,IL17RA,Q16552,Q96F46,1,train
TLN1,CD109,Q9Y490,Q6YHK3,0,train
GHRL,GHSR,Q9UBU3,Q92847,1,train
BDNF,DRD4,P23560,P21917,1,train
S100A4,UNC13B,P26447,O14795,0,train
FN1,ITGB6,P02751,P18564,1,train
CCL27,ABCC11,Q9Y4X3,Q96J66,0,train
FGF8,FGFR3,P55075,P22607,1,train
PDCD1LG2,PKD1L1,Q9BQ51,Q8TDX9,0,train
PYY,HCRTR2,P10082,O43614,0,train
CXCL8,ART4,P10145,Q93070,0,train
HSP90B1,SLC9A7,P14625,Q96T83,0,train
CXCL9,PIP4K2A,Q07325,P48426,0,train
CD200,CD200R1,P41217,Q8TD46,1,train
EDA,VPS36,Q92838,Q86VN1,0,train
GRN,CLEC4M,P28799,Q9H2X3,1,train
EFNB3,RHBDL2,Q15768,Q9NX52,1,train
EFNB2,PAFAH2,P52799,Q99487,0,train
TSHB,RAMP3,P01222,O60896,1,train
COL4A2,ITGA3,P08572,P26006,0,train
APOB,CHP2,P04114,O43745,0,train
C4A,C5AR2,P0C0L4,Q9P296,1,train
HRG,ERBB3,P04196,P21860,1,train
CCL7,MS4A8,P80098,Q9BY19,0,train
IL36G,IL36RN,Q9NZH8,Q9UBH0,1,train
LAMA1,ITGA2,P25391,P17301,1,train
HSP90B1,ASGR1,P14625,P07306,1,train
INHBC,APCDD1,P55103,Q8J025,0,train
NPPB,NPR3,P16860,P17342,1,train
VIP,ADGRG2,P01282,Q8IZP9,0,train
CDH1,JTB,P12830,O76095,0,train
LAMB3,GXYLT2,Q13751,A0PJZ3,0,train
RLN2,VIPR1,P04090,P32241,1,train
RGMA,SLC23A1,Q96B86,Q9UHI7,0,train
COL4A5,ITGA2,P29400,P17301,1,train
COL18A1,KDR,P39060,P35968,1,train
SEMA3E,PLXND1,O15041,Q9Y4D7,1,train
CCL24,MARCKSL1,O00175,P49006,0,train
INHBC,ACVR2A,P55103,P27037,1,train
SEMA4D,MET,Q92854,P08581,1,train
S100A12,KHDRBS1,P80511,Q07666,0,train
HLA-C,GPC2,P10321,Q8N158,0,train
CCL1,CCR8,P22362,P51685,1,train
PTH2,TMEM132C,Q96A98,Q8N3T6,0,train
CXCL13,OPRD1,O43927,P41143,1,train
CXCL8,ADRA2A,P10145,P08913,1,train
LAMB3,DDN,Q13751,O94850,0,train
CXCL6,CAP2,P80162,P40123,0,train
CSF1,CSF1R,P09603,P07333,1,train
POMC,MC3R,P01189,P41968,1,train
APP,ADRB2,P05067,P07550,0,train
DKK1,ANO1,O94907,Q5XXA6,0,train
OXT,SLC2A7,P01178,Q6PXP3,0,train
HLA-E,F2RL1,P13747,P55085,0,train
NPW,MTNR1A,Q8N729,P48039,1,train
NTN3,NEO1,O00634,Q92859,1,train
NRTN,RET,Q99748,P07949,1,train
FGF17,SH3GL2,O60258,Q99962,0,train
MMP9,MAGI1,P14780,Q96QZ7,0,train
TNFSF10,TMED1,P50591,Q13445,0,train
VTN,UPK3B,P04004,Q9BT76,0,train
CCL13,FGD4,Q99616,Q96M96,0,train
EFNA4,OPALIN,P52798,Q96PE5,0,train
TFF2,MUC6,Q03403,Q6W4X9,1,train
ASIP,HPCAL1,P42127,P37235,0,train
NMU,GRM7,P48645,Q14831,1,train
HLA-A,LILRB2,P04439,Q8N423,1,train
EFNB2,EPHB1,P52799,P54762,1,train
GRN,CD46,P28799,P15529,0,train
LRPAP1,VLDLR,P30533,P98155,1,train
FGF17,TMEM114,O60258,B3SHH9,0,train
CCL7,CCR3,P80098,P51677,1,train
VEGFA,NRP2,P15692,O60462,1,train
CALM2,SCN10A,P0DP24,Q9Y5Y9,1,train
L1CAM,ADCY1,P32004,Q08828,0,train
PTPN11,DLGAP3,Q06124,O95886,0,train
SEMA3A,NRP1,Q14563,O14786,1,train
CXCL2,NDUFAF4,P19875,Q9P032,0,train
ICAM3,ITGAD,P32942,Q13349,1,train
ADM,GPR20,P35318,Q99678,1,train
MMP9,ITGAM,P14780,P11215,1,train
TGFB1,ADGRG1,P01137,Q9Y653,0,train
KNG1,SDC2,P01042,P34741,1,train
C5,C5AR1,P01031,P21730,1,train
CD14,TLR6,P08571,Q9Y2C9,1,train
NRG1,SHISA4,Q02297,Q96DD7,0,train
CALM3,OR2A14,P0DP25,Q96R47,0,train
IL12A,CD28,P29459,P10747,1,train
GALP,GALR1,Q9UBC7,P47211,1,train
KNG1,PLAUR,P01042,Q03405,1,train
TNF,TEX29,P01375,Q8N6K0,0,train
CALM2,GP6,P0DP24,Q9HCN6,1,train
CCL7,CCR1,P80098,P32246,1,train
RLN3,OR6N1,Q8WXF3,Q8NGY5,0,train
FGG,ITGA2B,P02679,P08514,1,train
SEMA6A,KCNAB2,Q9H2E6,Q13303,0,train
PLTP,LRRC32,P55058,Q14392,0,train
CEACAM1,CD209,P13688,Q9NNX6,1,train
CCL19,SLC7A5P2,Q99731,Q9GIP4,0,train
MMP1,CPLANE1,P03956,Q9H799,0,train
CXCL8,SDC3,P10145,O75056,1,train
HSPA8,LRP2,P11142,P98164,1,train
APOE,LRP2,P02649,P98164,1,train
TF,TFR2,P02787,Q9UP52,1,train
HSP90B1,TLR1,P14625,Q15399,1,train
RLN3,RXFP4,Q8WXF3,Q8TDU9,1,train
COL4A3,ITGA2,Q01955,P17301,1,train
PROK2,PROKR1,Q9HC23,Q8TCW9,1,train
PRND,RPSA,Q9UKY0,P08865,1,train
CD70,TNFRSF13B,P32970,O14836,1,train
PLG,GDPD4,P00747,Q6W3E5,0,train
HSPG2,ITGB1,P98160,P05556,1,train
MIA,CDH7,Q16674,Q9ULB5,1,train
CCL27,ADRA2A,Q9Y4X3,P08913,1,train
GCG,RAMP3,P01275,O60896,1,train
ADAM15,ITGAV,Q13444,P06756,1,train
LHB,CCDC91,P01229,Q7Z6B0,0,train
NRG3,GRM5,P56975,P41594,0,train
ADM2,ADRB2,Q7Z4H4,P07550,1,train
RELN,ADGRG6,P78509,Q86SQ4,0,train
COL9A2,OR10S1,Q14055,Q8NGN2,0,train
COL9A3,MAG,Q14050,P20916,1,train
COL4A2,CD93,P08572,Q9NPY3,1,train
COL4A1,ITGA2,P02462,P17301,1,train
LAMC2,LPAR6,Q13753,P43657,0,train
SPP1,ITGA5,P10451,P08648,1,train
TNC,CADM4,P24821,Q8NFZ8,0,train
F8,LDLR,P00451,P01130,1,train
HLA-C,LILRA1,P10321,O75019,1,train
NRG4,ERBB2,Q8WWG1,P04626,1,train
CCL5,ACKR4,P13501,Q9NPB9,1,train
PMCH,ADRA2A,P20382,P08913,1,train
HP,ITGAM,P00738,P11215,1,train
ARF4,EGFR,P18085,P00533,1,train
INSL5,ADRA2A,Q9Y5Q6,P08913,1,train
PPBP,ADRA2A,P02775,P08913,1,train
COL9A3,ITGB1,Q14050,P05556,1,train
HLA-C,APC,P10321,P25054,0,train
SEMA4G,PLXNB2,Q9NTN9,O15031,1,train
COL9A3,FXYD4,Q14050,P59646,0,train
MMP9,TRBV6-4,P14780,A0A1B0GX49,0,train
CCL18,DDR2,P55774,Q16832,0,train
CD99,PILRA,P14209,Q9UKJ1,1,train
FGG,ITGA5,P02679,P08648,1,train
HSPA1A,SLC9B1,P0DMV8,Q4ZJI4,0,train
PCSK9,BTN3A1,Q8NBP7,O00481,0,train
PDGFC,GPC4,Q9NRA1,O75487,0,train
WNT3A,FZD5,P56704,Q13467,1,train
FGF18,CCR4,O76093,P51679,0,train
IBSP,ITGAV,P21815,P06756,1,train
COL4A3,ARL6IP5,Q01955,O75915,0,train
ARTN,GFRA3,Q5T4W7,O60609,1,train
FN1,FLT4,P02751,P35916,1,train
NPW,TRIM46,Q8N729,Q7Z4K8,0,train
GAL,ADRA2A,P22466,P08913,1,train
CXCL13,TRBV9,O43927,A0A0B4J1U6,0,train
LAMA3,ITGA3,Q16787,P26006,1,train
COL6A1,ITGA6,P12109,P23229,1,train
APOE,CHRNA4,P02649,P43681,1,train
CCN1,ITGB2,O00622,P05107,1,train
WNT1,FZD9,P04628,O00144,1,train
FADD,PRMT8,Q13158,Q9NR22,0,train
CGA,FRRS1,P01215,Q6ZNA5,0,train
EFNB3,EPHB4,Q15768,P54760,1,train
NCAM1,MAGT1,P13591,Q9H0U3,0,train
LRIG2,EGFR,O94898,P00533,1,train
PLA2G10,PLA2R1,O15496,Q13018,1,train
COL18A1,ITGB5,P39060,P18084,1,train
MMP9,TRAV38-1,P14780,A0A0B4J264,0,train
APP,PROCR,P05067,Q9UNN8,0,train
CCL14,TMEM127,Q16627,O75204,0,train
CALM1,KCNE4,P0DP23,Q8WWG9,0,train
HLA-B,CD3G,P01889,P09693,1,train
IAPP,ADRB3,P10997,P13945,1,train
NID1,OR52D1,P14543,Q9H346,0,train
ANGPTL2,TMEM67,Q9UKU9,Q5HYA8,0,train
AGRN,ITGB1,O00468,P05556,1,train
FGF2,FGFR1,P09038,P11362,1,train
C1QTNF5,GPR33,Q9BXJ0,Q49SQ1,0,train
CXCL9,DPP4,Q07325,P27487,1,train
PYY,LY6H,P10082,O94772,0,train
HSPG2,CMKLR2,P98160,P46091,0,train
RTN4,TRAV18,Q9NQC3,A0A075B6X5,0,train
IGF2,MCC,P01344,P23508,0,train
ADAM10,IL6R,O14672,P08887,1,train
CCL5,GPR75,P13501,O95800,1,train
TNC,EGFR,P24821,P00533,1,train
HAS2,HMMR,Q92819,O75330,1,train
IGFBP4,LRP6,P22692,O75581,1,train
ADCYAP1,IL36RN,P18509,Q9UBH0,0,train
HP,IL12RB1,P00738,P42701,0,train
FGF6,FGFR1,P10767,P11362,1,train
VEGFB,FLT1,P49765,P17948,1,train
ADAM15,CACNA1I,Q13444,Q9P0X4,0,train
CGA,MYO6,P01215,Q9UM54,0,train
CALCA,GLUL,P01258,P15104,0,train
SLIT2,ROBO4,O94813,Q8WZ75,1,train
CD6,TRBC2,P30203,A0A5B9,0,train
EFNB2,EPHA4,P52799,P54764,1,train
APLN,MTNR1A,Q9ULZ1,P48039,1,train
IL12B,IL23R,P29460,Q5VWK5,1,train
KISS1,MMP24,Q15726,Q9Y5R2,1,train
DLL3,NOTCH4,Q9NYJ7,Q99466,1,train
CALCA,RAMP2,P01258,O60895,1,train
SCT,RAMP3,P09683,O60896,1,train
SCT,SLC4A10,P09683,Q6U841,0,train
INSL3,RXFP2,P51460,Q8WXD0,1,train
CCL8,PCDHGA12,P80075,O60330,0,train
HLA-B,ATP8B2,P01889,P98198,0,train
PPY,RALBP1,P01298,Q15311,0,train
S100A8,CCDC91,P05109,Q7Z6B0,0,train
SEMA3F,PLXNA3,Q13275,P51805,1,train
SERPINA1,LRP1,P01009,Q07954,1,train
IL10,IL10RA,P22301,Q13651,1,train
TNFSF9,TNFRSF10D,P41273,Q9UBN6,0,train
CLEC3A,CLEC10A,O75596,Q8IUN9,1,train
ICAM4,ITGAV,Q14773,P06756,1,train
SCT,RAMP2,P09683,O60895,1,train
HLA-C,LPAR6,P10321,P43657,0,train
IL9,IL2RG,P15248,P31785,1,train
FN1,TSPAN12,P02751,O95859,0,train
ADCYAP1,GP1BA,P18509,P07359,0,train
RLN2,ADRB2,P04090,P07550,1,train
GIP,ADRB3,P09681,P13945,1,train
MST1,KCNK12,P26927,Q9HB15,0,train
IFNE,TRAV7,Q86WN2,A0A075B6U4,0,train
MSTN,ACVR2B,O14793,Q13705,1,train
HMGB1,TLR2,P09429,O60603,1,train
NPTX1,EGFR,Q15818,P00533,0,train
IL24,IL22RA1,Q13007,Q8N6P7,1,train
VEGFD,FLT1,O43915,P17948,1,train
VCAN,GRAMD1B,P13611,Q3KR37,0,train
ADAM9,ITGB1,Q13443,P05556,1,train
EFNA5,KCNH7,P52803,Q9NS40,0,train
CXCL5,MTNR1A,P42830,P48039,1,train
PDGFC,KDR,Q9NRA1,P35968,1,train
SPINK1,GJA8,P00995,P48165,0,train
SEMA3E,NRP1,O15041,O14786,1,train
PF4,MCOLN3,P02776,Q8TDD5,0,train
EFNA4,OR3A4P,P52798,P47883,0,train
NMB,NMBR,P08949,P28336,1,train
LAMA1,ITGB4,P25391,P16144,1,train
RLN3,VIPR1,Q8WXF3,P32241,1,train
CORT,BCR,O00230,P11274,0,train
NTF4,NTRK2,P34130,Q16620,1,train
ITGB3BP,ITGB3,Q13352,P05106,1,train
MMP9,IFNAR1,P14780,P17181,1,train
CALM3,AQP6,P0DP25,Q13520,1,train
JAM3,TMEM191C,Q9BX67,A6NGB0,0,train
TGFB1,LHFPL1,P01137,Q86WI0,0,train
LAMA4,ITGB1,Q16363,P05556,1,train
C5,MTNR1A,P01031,P48039,1,train
FGF12,TMEM116,P61328,Q8NCL8,0,train
PLG,F2RL1,P00747,P55085,1,train
WNT2,UNC80,P09544,Q8N2C7,0,train
CCL23,MAGED1,P55773,Q9Y5V3,0,train
BMP2,ACVR2A,P12643,P27037,1,train
POMC,OPRM1,P01189,P35372,1,train
NPVF,VXN,Q9HCQ7,Q8TAG6,0,train
CD34,SELP,P28906,P16109,1,train
TPH1,PRKAR1A,P17752,P10644,0,train
LAMB1,ITGA1,P07942,P56199,1,train
COL4A4,SPRED1,P53420,Q7Z699,0,train
IL12B,IL12RB1,P29460,P42701,1,train
PLAU,OR4D6,P00749,Q8NGJ1,0,train
PTN,OR9Q1,P21246,Q8NGQ5,0,train
UCN3,CRHR1,Q969E3,P34998,1,train
ANGPTL4,SNX1,Q9BY76,Q13596,0,train
IL16,LIPE,Q14005,Q05469,0,train
NPB,GJD4,Q8NG41,Q96KN9,0,train
FBLN1,FZD3,P23142,Q9NPG1,0,train
PDGFB,NEU1,P01127,Q99519,0,train
EFEMP2,BLNK,O95967,Q8WV28,0,train
NUCB2,ERAP1,P80303,Q9NZ08,1,train
WNT3,FAIM2,P56703,Q9BWQ8,0,train
C4B,SLC27A2,P0C0L5,O14975,0,train
PSEN1,NOTCH4,P49768,Q99466,1,train
SLIT2,CTNNB1,O94813,P35222,0,train
PDGFB,CDK6,P01127,Q00534,0,train
CCL21,ACKR2,O00585,O00590,1,train
MFGE8,PDGFRB,Q08431,P09619,1,train
HP,ASGR2,P00738,P07307,1,train
HLA-G,SLC44A2,P17693,Q8IWA5,0,train
DEFB103A,ADGRV1,P81534,Q8WXG9,0,train
CD86,SLC38A8,P42081,A6NNN8,0,train
VEGFD,ITGA2,O43915,P17301,1,train
LAMA4,PMP22,Q16363,Q01453,0,train
POMC,TLCD1,P01189,Q96CP7,0,train
TSHB,RAMP2,P01222,O60895,1,train
CCL21,MTNR1A,O00585,P48039,1,train
FGF10,FAM151A,O15520,Q8WW52,0,train
HSPG2,SLC20A1,P98160,Q8WUM9,0,train
THBS1,LRP1,P07996,Q07954,1,train
CCK,CCKAR,P06307,P32238,1,train
VTN,CLEC4D,P04004,Q8WXI8,0,train
CGA,ARL4D,P01215,P49703,0,train
EFNB1,EDA2R,P98172,Q9HAV5,0,train
CRP,TLCD3A,P02741,Q8TBR7,0,train
COL4A5,CNST,P29400,Q6PJW8,0,train
CALM2,VPS26B,P0DP24,Q4G0F5,0,train
APOE,TREM2,P02649,Q9NZC2,1,train
ADM,PDPK2P,P35318,Q6A1A2,0,train
APOA4,TENM1,P06727,Q9UKZ4,0,train
COL6A1,ARRB1,P12109,P49407,0,train
CCL21,CNNM4,O00585,Q6P4Q7,0,train
APP,VLDLR,P05067,P98155,1,train
NPS,RNF121,P0C0P6,Q9H920,0,train
IL6,HRH1,P05231,P35367,1,train
CALM1,GP6,P0DP23,Q9HCN6,1,train
SERPINA1,TRBV11-1,P01009,A0A0K0K1C0,0,train
LAMA1,ITGB1,P25391,P05556,1,train
LHB,DNAJC5G,P01229,Q8N7S2,0,train
KNG1,ARHGAP24,P01042,Q8N264,0,train
TPH1,KCNG2,P17752,Q9UJ96,0,train
RAET1L,KLRK1,Q5VY80,P26718,1,train
COL1A1,DDR1,P02452,Q08345,1,train
JAG1,NAALADL1,P78504,Q9UQQ1,0,train
WNT5B,OR1K1,Q9H1J7,Q8NGR3,0,train
HEBP1,MTNR1A,Q9NRV9,P48039,1,train
EFNA4,EPHA5,P52798,P54756,1,train
LYZ,PLEKHN1,P61626,Q494U1,0,train
VCAN,CD151,P13611,P48509,0,train
ZG16B,VSIG10,Q96DA0,Q8N0Z9,0,train
IFNG,OR2M4,P01579,Q96R27,0,train
WNT3A,ATP6AP2,P56704,O75787,1,train
INHBA,IGSF5,P08476,Q9NSI5,0,train
POMC,ITGA3,P01189,P26006,0,train
GSTP1,NRN1L,P09211,Q496H8,0,train
TGFB2,LIMS2,P61812,Q7Z4I7,0,train
ADAM15,GAS2,Q13444,O43903,0,train
ADAM28,ITGA4,Q9UKQ2,P13612,1,train
CALM1,VSIG8,P0DP23,P0DPA2,0,train
FYN,SPN,P06241,P16150,1,train
LAMA2,RAB3A,P24043,P20336,0,train
SEMA3F,ARHGEF25,Q13275,Q86VW2,0,train
CALM1,CD22,P0DP23,P20273,0,train
S100A4,SLC35F2,P26447,Q8IXU6,0,train
GZMB,OR10A6,P10144,Q8NH74,0,train
LAMA2,ITGA6,P24043,P23229,1,train
FGF14,OR2G2,Q92915,Q8NGZ5,0,train
IL4,IL13RA1,P05112,P78552,1,train
IGFL1,IGFLR1,Q6UW32,Q9H665,1,train
NXPH2,GFRA4,O95156,Q9GZZ7,0,train
PLG,CDK5,P00747,Q00535,0,train
NPFF,NPFFR1,O15130,Q9GZQ6,1,train
TGFB1,RHEX,P01137,Q6ZWK4,0,train
CCK,TAAR6,P06307,Q96RI8,0,train
FGF1,FGFR2,P05230,P21802,1,train
OSM,ALOX12,P13725,P18054,0,train
FGF6,SDC4,P10767,P31431,1,train
DLL4,NOTCH4,Q9NR61,Q99466,1,train
CDH1,TMEM168,P12830,Q9H0V1,0,train
GDF2,ENG,Q9UK05,P17813,1,train
SPP1,ITGB3,P10451,P05106,1,train
THBS2,TPTE,P35442,P56180,0,train
CD14,ITGA4,P08571,P13612,1,train
TNFSF13,GPR183,O75888,P32249,0,train
VCAM1,ITGA4,P19320,P13612,1,train
ARPC5,ADRB2,O15511,P07550,1,train
COL1A1,ITGA11,P02452,Q9UKX5,1,train
NAMPT,FAXDC2,P43490,Q96IV6,0,train
LAMA4,ITGA3,Q16363,P26006,1,train
VTN,ITGB1,P04004,P05556,1,train
NID1,KLC1,P14543,Q07866,0,train
CSH1,PRLR,P0DML2,P16471,1,train
CCL3,CCR5,P10147,P51681,1,train
IL13,IL4R,P35225,P24394,1,train
TG,LRP2,P01266,P98164,1,train
VTN,SYT6,P04004,Q5T7P8,0,train
COL1A1,PLXNA1,P02452,Q9UIW2,0,train
FN1,ITGB7,P02751,P26010,1,train
RSPO1,CLCN2,Q2MKA7,P51788,0,train
PF4,SDC2,P02776,P34741,1,train
ZG16B,TLR2,Q96DA0,O60603,1,train
