name,gene,uniprot,location,origin,lr_type
AF-P32004-F1-model_v4,L1CAM,P32004,"Cell membrane;Cell projection, growth cone;Cell projection, axon;Cell projection, dendrite",c,ligand
AF-P32019-F1-model_v4,INPP5B,P32019,"Cytoplasm, cytosol;Endoplasmic reticulum-Golgi intermediate compartment;Early endosome membrane;Membrane;Cytoplasmic vesicle, phagosome membrane;Golgi apparatus",u,receptor
AF-P32121-F1-model_v4,ARRB2,P32121,"Cytoplasm;Nucleus;Cell membrane;Membrane, clathrin-coated pit;Cytoplasmic vesicle",u,receptor
AF-P32238-F1-model_v4,CCKAR,P32238,Cell membrane,c,receptor
AF-P32239-F1-model_v4,CCKBR,P32239,Cell membrane,c,receptor
AF-P32241-F1-model_v4,VIPR1,P32241,Cell membrane,c,receptor
AF-P32245-F1-model_v4,MC4R,P32245,Cell membrane,c,receptor
AF-P32246-F1-model_v4,CCR1,P32246,Cell membrane,c,receptor
AF-P32247-F1-model_v4,BRS3,P32247,Cell membrane,c,receptor
AF-P32248-F1-model_v4,CCR7,P32248,Cell membrane,c,receptor
AF-P32249-F1-model_v4,GPR183,P32249,Cell membrane,u,receptor
AF-P32297-F1-model_v4,CHRNA3,P32297,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-P32302-F1-model_v4,CXCR5,P32302,Cell membrane,c,receptor
AF-P32418-F1-model_v4,SLC8A1,P32418,Cell membrane,u,receptor
AF-P32455-F1-model_v4,GBP1,P32455,Cytoplasm;Golgi apparatus membrane;Cell membrane;Secreted;Cytoplasmic vesicle,u,ligand
AF-P32456-F1-model_v4,GBP2,P32456,"Cytoplasm;Cytoplasm, perinuclear region;Golgi apparatus membrane;Membrane;Cytoplasmic vesicle",u,receptor
AF-P32745-F1-model_v4,SSTR3,P32745,Cell membrane,c,receptor
AF-P32856-F1-model_v4,STX2,P32856,Membrane,u,receptor
AF-P32881-F1-model_v4,IFNA8,P32881,Secreted,c,ligand
AF-P32926-F1-model_v4,DSG3,P32926,"Cell membrane;Cell junction, desmosome",c,receptor
AF-P32927-F1-model_v4,CSF2RB,P32927,Membrane,c,receptor
AF-P32942-F1-model_v4,ICAM3,P32942,Membrane,c,ligand
AF-P32970-F1-model_v4,CD70,P32970,Membrane,c,ligand
AF-P32971-F1-model_v4,TNFSF8,P32971,Membrane,c,ligand
AF-P33032-F1-model_v4,MC5R,P33032,Cell membrane,c,receptor
AF-P33151-F1-model_v4,CDH5,P33151,Cell junction;Cell membrane,c,receptor
AF-P33241-F1-model_v4,LSP1,P33241,Cell membrane,u,receptor
AF-P33527-F1-model_v4,ABCC1,P33527,Cell membrane,u,receptor
AF-P33681-F1-model_v4,CD80,P33681,Membrane,c,receptor
AF-P34096-F1-model_v4,RNASE4,P34096,Secreted,u,ligand
AF-P34130-F1-model_v4,NTF4,P34130,Secreted,c,ligand
AF-P34741-F1-model_v4,SDC2,P34741,Membrane,c,receptor
AF-P34810-F1-model_v4,CD68,P34810,Cell membrane;Endosome membrane;Lysosome membrane,c,receptor
AF-P34820-F1-model_v4,BMP8B,P34820,Secreted,c,ligand
AF-P34903-F1-model_v4,GABRA3,P34903,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-P34910-F1-model_v4,EVI2B,P34910,Membrane,u,receptor
AF-P34925-F1-model_v4,RYK,P34925,Membrane;Nucleus;Cytoplasm,c,receptor
AF-P34932-F1-model_v4,HSPA4,P34932,Cytoplasm,c,ligand
AF-P34947-F1-model_v4,GRK5,P34947,Cytoplasm;Nucleus;Cell membrane,u,receptor
AF-P34969-F1-model_v4,HTR7,P34969,Cell membrane,c,receptor
AF-P34972-F1-model_v4,CNR2,P34972,"Cell membrane;Cell projection, dendrite;Perikaryon",c,receptor
AF-P34981-F1-model_v4,TRHR,P34981,Cell membrane,c,receptor
AF-P34982-F1-model_v4,OR1D2,P34982,Cell membrane,u,receptor
AF-P34995-F1-model_v4,PTGER1,P34995,Cell membrane,u,receptor
AF-P34998-F1-model_v4,CRHR1,P34998,Cell membrane;Endosome,c,receptor
AF-P35030-F1-model_v4,PRSS3,P35030,Secreted,u,ligand
AF-P35052-F1-model_v4,GPC1,P35052,"Cell membrane;Endosome;Secreted, extracellular space",c,receptor
AF-P35070-F1-model_v4,BTC,P35070,"Secreted, extracellular space;Cell membrane",c,ligand
AF-P35125-F1-model_v4,USP6,P35125,Cell membrane;Cytoplasm;Endosome,u,receptor
AF-P35212-F1-model_v4,GJA4,P35212,"Cell membrane;Cell junction, gap junction",u,receptor
AF-P35221-F1-model_v4,CTNNA1,P35221,"Cytoplasm, cytoskeleton;Cell junction, adherens junction;Cell membrane;Cell junction;Cell membrane",u,receptor
AF-P35222-F1-model_v4,CTNNB1,P35222,"Cytoplasm;Nucleus;Cytoplasm, cytoskeleton;Cell junction, adherens junction;Cell junction;Cell membrane;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle pole;Synapse;Cytoplasm, cytoskeleton, cilium basal body",u,receptor
AF-P35225-F1-model_v4,IL13,P35225,Secreted,c,ligand
AF-P35232-F1-model_v4,PHB,P35232,Mitochondrion inner membrane;Nucleus;Cytoplasm;Cell membrane,u,receptor
AF-P35240-F1-model_v4,NF2,P35240,"Cell projection, filopodium membrane;Cell projection, ruffle membrane;Nucleus;Cytoplasm, perinuclear region;Cytoplasmic granule;Cytoplasm, perinuclear region;Cytoplasmic granule;Nucleus;Cell projection, filopodium membrane;Cell projection, ruffle membrane;Cytoplasm, perinuclear region;Cytoplasmic granule;Cytoplasm, cytoskeleton",u,receptor
AF-P35241-F1-model_v4,RDX,P35241,"Cell membrane;Cytoplasm, cytoskeleton;Cleavage furrow;Cell projection, microvillus",u,receptor
AF-P35247-F1-model_v4,SFTPD,P35247,"Secreted, extracellular space, extracellular matrix;Secreted, extracellular space, surface film",c,ligand
AF-P35318-F1-model_v4,ADM,P35318,Secreted,c,ligand
AF-P35326-F1-model_v4,SPRR2A,P35326,"Secreted;Secreted, extracellular space;Cytoplasmic vesicle, secretory vesicle",u,ligand
AF-P35346-F1-model_v4,SSTR5,P35346,Cell membrane,c,receptor
AF-P35348-F1-model_v4,ADRA1A,P35348,"Nucleus membrane;Cell membrane;Cytoplasm;Membrane, caveola",u,receptor
AF-P35354-F1-model_v4,PTGS2,P35354,Microsome membrane;Endoplasmic reticulum membrane;Nucleus inner membrane;Nucleus outer membrane,c,ligand
AF-P35367-F1-model_v4,HRH1,P35367,Cell membrane,c,receptor
AF-P35368-F1-model_v4,ADRA1B,P35368,"Nucleus membrane;Cell membrane;Cytoplasm;Membrane, caveola",u,receptor
AF-P35372-F1-model_v4,OPRM1,P35372,"Cell membrane;Cell projection, axon;Perikaryon;Cell projection, dendrite;Endosome;Cytoplasm",c,receptor
AF-P35408-F1-model_v4,PTGER4,P35408,Cell membrane,c,receptor
AF-P35410-F1-model_v4,MAS1L,P35410,Cell membrane,u,receptor
AF-P35414-F1-model_v4,APLNR,P35414,Cell membrane,c,receptor
AF-P35442-F1-model_v4,THBS2,P35442,-,c,ligand
AF-P35443-F1-model_v4,THBS4,P35443,"Endoplasmic reticulum;Sarcoplasmic reticulum;Secreted;Secreted, extracellular space;Secreted, extracellular space, extracellular matrix",u,ligand
AF-P35462-F1-model_v4,DRD3,P35462,Cell membrane,u,receptor
AF-P35498-F1-model_v4,SCN1A,P35498,Cell membrane,u,receptor
AF-P35499-F1-model_v4,SCN4A,P35499,Cell membrane,c,receptor
AF-P35523-F1-model_v4,CLCN1,P35523,Cell membrane,u,receptor
AF-P35542-F1-model_v4,SAA4,P35542,Secreted,u,ligand
AF-P35555-F1-model_v4,FBN1,P35555,"Secreted;Secreted, extracellular space, extracellular matrix;Secreted",c,ligand
AF-P35556-F1-model_v4,FBN2,P35556,"Secreted;Secreted, extracellular space, extracellular matrix;Secreted",u,ligand
AF-P35580-F1-model_v4,MYH10,P35580,"Cell projection, lamellipodium",u,receptor
AF-P35590-F1-model_v4,TIE1,P35590,Cell membrane,c,receptor
AF-P35611-F1-model_v4,ADD1,P35611,"Cytoplasm, cytoskeleton;Cell membrane",u,receptor
AF-P35612-F1-model_v4,ADD2,P35612,"Cytoplasm, cytoskeleton;Cell membrane",u,receptor
AF-P35613-F1-model_v4,BSG,P35613,"Melanosome;Cell membrane;Photoreceptor inner segment;Cell projection, cilium, photoreceptor outer segment;Cell membrane;Endosome;Endoplasmic reticulum membrane;Basolateral cell membrane;Cell membrane;Cell membrane",c,ligand
AF-P35625-F1-model_v4,TIMP3,P35625,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-P35626-F1-model_v4,GRK3,P35626,Postsynapse;Presynapse,u,receptor
AF-P35813-F1-model_v4,PPM1A,P35813,"Nucleus;Cytoplasm, cytosol;Membrane",u,receptor
AF-P35858-F1-model_v4,IGFALS,P35858,"Secreted, extracellular space",u,ligand
AF-P35913-F1-model_v4,PDE6B,P35913,"Membrane;Cell projection, cilium, photoreceptor outer segment",u,receptor
AF-P35916-F1-model_v4,FLT4,P35916,Cell membrane;Cytoplasm;Nucleus;Cell membrane;Cell membrane;Secreted;Cytoplasm,c,receptor
AF-P35968-F1-model_v4,KDR,P35968,Cell junction;Endoplasmic reticulum;Cell membrane;Cell membrane;Cytoplasm;Nucleus;Cytoplasmic vesicle;Early endosome;Secreted;Secreted,c,receptor
AF-P36021-F1-model_v4,SLC16A2,P36021,Cell membrane;Apical cell membrane,c,receptor
AF-P36222-F1-model_v4,CHI3L1,P36222,"Secreted, extracellular space;Cytoplasm;Cytoplasm, perinuclear region;Endoplasmic reticulum",u,ligand
AF-P36269-F1-model_v4,GGT5,P36269,Membrane,u,receptor
AF-P36382-F1-model_v4,GJA5,P36382,"Cell membrane;Cell junction, gap junction",u,receptor
AF-P36383-F1-model_v4,GJC1,P36383,"Cell membrane;Cell junction, gap junction",u,receptor
AF-P36405-F1-model_v4,ARL3,P36405,"Golgi apparatus membrane;Cytoplasm, cytoskeleton, spindle;Nucleus;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm;Cell projection, cilium",u,receptor
AF-P36507-F1-model_v4,MAP2K2,P36507,Cytoplasm;Membrane,u,receptor
AF-P36543-F1-model_v4,ATP6V1E1,P36543,"Apical cell membrane;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Cytoplasmic vesicle, clathrin-coated vesicle membrane",u,receptor
AF-P36544-F1-model_v4,CHRNA7,P36544,Postsynaptic cell membrane;Cell membrane,c,receptor
AF-P36888-F1-model_v4,FLT3,P36888,Membrane;Endoplasmic reticulum lumen,c,receptor
AF-P36894-F1-model_v4,BMPR1A,P36894,Cell membrane;Cell surface,c,receptor
AF-P36896-F1-model_v4,ACVR1B,P36896,Cell membrane,c,receptor
AF-P36897-F1-model_v4,TGFBR1,P36897,"Cell membrane;Cell junction, tight junction;Cell surface;Membrane raft",c,receptor
AF-P36941-F1-model_v4,LTBR,P36941,Membrane,c,receptor
AF-P36952-F1-model_v4,SERPINB5,P36952,"Secreted, extracellular space",u,ligand
AF-P36955-F1-model_v4,SERPINF1,P36955,Secreted;Melanosome,u,ligand
AF-P36980-F1-model_v4,CFHR2,P36980,Secreted,u,ligand
AF-P37023-F1-model_v4,ACVRL1,P37023,Cell membrane,c,receptor
AF-P37088-F1-model_v4,SCNN1A,P37088,"Apical cell membrane;Cell projection, cilium;Cytoplasmic granule;Cytoplasm;Cytoplasmic vesicle, secretory vesicle, acrosome;Cell projection, cilium, flagellum",u,receptor
AF-P37173-F1-model_v4,TGFBR2,P37173,Cell membrane;Membrane raft;Secreted,c,receptor
AF-P37235-F1-model_v4,HPCAL1,P37235,Membrane,u,receptor
AF-P37287-F1-model_v4,PIGA,P37287,Endoplasmic reticulum membrane,c,ligand
AF-P37288-F1-model_v4,AVPR1A,P37288,Cell membrane,c,receptor
AF-P37840-F1-model_v4,SNCA,P37840,"Cytoplasm;Membrane;Nucleus;Synapse;Secreted;Cell projection, axon",u,ligand
AF-P38484-F1-model_v4,IFNGR2,P38484,Cell membrane;Cytoplasmic vesicle membrane;Golgi apparatus membrane;Endoplasmic reticulum membrane;Cytoplasm,c,receptor
AF-P38567-F1-model_v4,SPAM1,P38567,Cell membrane,u,receptor
AF-P38570-F1-model_v4,ITGAE,P38570,Membrane,c,receptor
AF-P38935-F1-model_v4,IGHMBP2,P38935,"Nucleus;Cytoplasm;Cell projection, axon",u,receptor
AF-P39059-F1-model_v4,COL15A1,P39059,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-P39060-F1-model_v4,COL18A1,P39060,"Secreted, extracellular space, extracellular matrix;Secreted, extracellular space, extracellular matrix, basement membrane;Secreted, extracellular space, extracellular matrix, basement membrane;Secreted;Secreted;Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-P39086-F1-model_v4,GRIK1,P39086,Cell membrane;Postsynaptic cell membrane,u,receptor
AF-P39877-F1-model_v4,PLA2G5,P39877,"Secreted;Cell membrane;Cytoplasmic vesicle, phagosome;Recycling endosome;Golgi apparatus, cis-Golgi network;Golgi apparatus, trans-Golgi network",u,ligand
AF-P39900-F1-model_v4,MMP12,P39900,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-P39905-F1-model_v4,GDNF,P39905,Secreted,c,ligand
AF-P40121-F1-model_v4,CAPG,P40121,"Nucleus;Cytoplasm;Melanosome;Cell projection, lamellipodium;Cell projection, ruffle",u,receptor
AF-P40123-F1-model_v4,CAP2,P40123,Cell membrane,u,receptor
AF-P40145-F1-model_v4,ADCY8,P40145,"Cell membrane;Basolateral cell membrane;Apical cell membrane;Synapse;Cell projection, dendrite;Cell projection, axon;Presynaptic cell membrane;Postsynaptic density;Membrane raft;Membrane, coated pit;Cytoplasmic vesicle, clathrin-coated vesicle membrane;Membrane, caveola",c,receptor
AF-P40189-F1-model_v4,IL6ST,P40189,Cell membrane;Secreted,c,receptor
AF-P40197-F1-model_v4,GP5,P40197,Membrane,u,receptor
AF-P40198-F1-model_v4,CEACAM3,P40198,Membrane,u,receptor
AF-P40199-F1-model_v4,CEACAM6,P40199,Cell membrane;Apical cell membrane;Cell surface,c,ligand
AF-P40200-F1-model_v4,CD96,P40200,Membrane,u,receptor
AF-P40225-F1-model_v4,THPO,P40225,Secreted,c,ligand
AF-P40238-F1-model_v4,MPL,P40238,Cell membrane;Golgi apparatus;Cell surface,c,receptor
AF-P40259-F1-model_v4,CD79B,P40259,Cell membrane,u,receptor
AF-P40337-F1-model_v4,VHL,P40337,Cytoplasm;Membrane;Nucleus;Cytoplasm;Nucleus,u,receptor
AF-P40616-F1-model_v4,ARL1,P40616,"Golgi apparatus membrane;Golgi apparatus, trans-Golgi network membrane;Membrane",u,receptor
AF-P40617-F1-model_v4,ARL4A,P40617,"Cell membrane;Cytoplasm;Nucleus, nucleolus",u,receptor
AF-P40818-F1-model_v4,USP8,P40818,Cytoplasm;Nucleus;Endosome membrane;Cell membrane,u,receptor
AF-P40879-F1-model_v4,SLC26A3,P40879,Apical cell membrane;Membrane,u,receptor
AF-P40933-F1-model_v4,IL15,P40933,Secreted;Cytoplasm;Nucleus,c,ligand
AF-P40967-F1-model_v4,PMEL,P40967,"Endoplasmic reticulum membrane;Golgi apparatus, cis-Golgi network membrane;Endosome, multivesicular body;Melanosome;Extracellular vesicle;Secreted",u,ligand
AF-P41143-F1-model_v4,OPRD1,P41143,Cell membrane,c,receptor
AF-P41145-F1-model_v4,OPRK1,P41145,Cell membrane,c,receptor
AF-P41146-F1-model_v4,OPRL1,P41146,Cell membrane;Cytoplasmic vesicle,c,receptor
AF-P41159-F1-model_v4,LEP,P41159,Secreted,c,ligand
AF-P41180-F1-model_v4,CASR,P41180,Cell membrane,u,receptor
AF-P41181-F1-model_v4,AQP2,P41181,"Apical cell membrane;Basolateral cell membrane;Cell membrane;Cytoplasmic vesicle membrane;Golgi apparatus, trans-Golgi network membrane",u,receptor
AF-P41217-F1-model_v4,CD200,P41217,Cell membrane,c,ligand
AF-P41219-F1-model_v4,PRPH,P41219,"Cytoplasm, cytoskeleton;Cell projection, axon;Perikaryon",u,receptor
AF-P41220-F1-model_v4,RGS2,P41220,"Cell membrane;Cytoplasm;Nucleus, nucleolus;Cell membrane;Cytoplasm;Nucleus, nucleolus;Cell membrane;Cytoplasm;Nucleus, nucleolus;Cell membrane;Mitochondrion",u,receptor
AF-P41221-F1-model_v4,WNT5A,P41221,"Secreted, extracellular space, extracellular matrix;Secreted",c,ligand
AF-P41222-F1-model_v4,PTGDS,P41222,"Rough endoplasmic reticulum;Nucleus membrane;Golgi apparatus;Cytoplasm, perinuclear region;Secreted",u,ligand
AF-P41231-F1-model_v4,P2RY2,P41231,Cell membrane,u,receptor
AF-P41240-F1-model_v4,CSK,P41240,Cytoplasm;Cell membrane,u,receptor
AF-P41250-F1-model_v4,GARS1,P41250,"Cytoplasm;Cell projection, axon;Secreted;Secreted, extracellular exosome;Mitochondrion;Cytoplasm;Cytoplasm;Cell projection, axon",u,ligand
AF-P41271-F1-model_v4,NBL1,P41271,Secreted,u,ligand
AF-P41273-F1-model_v4,TNFSF9,P41273,Membrane,c,ligand
AF-P41439-F1-model_v4,FOLR3,P41439,Secreted,u,ligand
AF-P41440-F1-model_v4,SLC19A1,P41440,Cell membrane;Apical cell membrane;Basolateral cell membrane,u,receptor
AF-P41586-F1-model_v4,ADCYAP1R1,P41586,Cell membrane,c,receptor
AF-P41587-F1-model_v4,VIPR2,P41587,Cell membrane,c,receptor
AF-P41594-F1-model_v4,GRM5,P41594,Cell membrane,c,receptor
AF-P41595-F1-model_v4,HTR2B,P41595,"Cell membrane;Synapse, synaptosome",c,receptor
AF-P41597-F1-model_v4,CCR2,P41597,Cell membrane,c,receptor
AF-P41732-F1-model_v4,TSPAN7,P41732,Membrane,u,receptor
AF-P41743-F1-model_v4,PRKCI,P41743,Cytoplasm;Membrane;Endosome;Nucleus,u,receptor
AF-P41968-F1-model_v4,MC3R,P41968,Cell membrane,c,receptor
AF-P42081-F1-model_v4,CD86,P42081,Cell membrane,c,ligand
AF-P42127-F1-model_v4,ASIP,P42127,Secreted,c,ligand
AF-P42261-F1-model_v4,GRIA1,P42261,"Cell membrane;Endoplasmic reticulum membrane;Postsynaptic cell membrane;Postsynaptic density membrane;Cell projection, dendrite;Cell projection, dendritic spine;Early endosome membrane;Recycling endosome membrane;Presynapse;Synapse",u,receptor
AF-P42262-F1-model_v4,GRIA2,P42262,Cell membrane;Endoplasmic reticulum membrane;Postsynaptic cell membrane;Postsynaptic density membrane,u,receptor
AF-P42263-F1-model_v4,GRIA3,P42263,Cell membrane;Postsynaptic cell membrane,u,receptor
AF-P42356-F1-model_v4,PI4KA,P42356,Cytoplasm;Cell membrane,u,receptor
AF-P42566-F1-model_v4,EPS15,P42566,"Cytoplasm;Cell membrane;Membrane, clathrin-coated pit;Early endosome membrane",u,receptor
AF-P42658-F1-model_v4,DPP6,P42658,Cell membrane,u,receptor
AF-P42679-F1-model_v4,MATK,P42679,Cytoplasm;Membrane,u,receptor
AF-P42680-F1-model_v4,TEC,P42680,"Cytoplasm;Cell membrane;Cytoplasm, cytoskeleton",u,receptor
AF-P42681-F1-model_v4,TXK,P42681,Cytoplasm;Nucleus;Cell membrane,u,receptor
AF-P42701-F1-model_v4,IL12RB1,P42701,Membrane,c,receptor
AF-P42702-F1-model_v4,LIFR,P42702,Cell membrane;Secreted,c,receptor
AF-P42830-F1-model_v4,CXCL5,P42830,Secreted,c,ligand
AF-P42857-F1-model_v4,NSG1,P42857,"Membrane;Golgi apparatus, trans-Golgi network membrane;Endosome membrane;Cell projection, dendrite;Early endosome membrane;Late endosome membrane;Lysosome lumen;Recycling endosome membrane;Cytoplasmic vesicle membrane;Golgi apparatus, Golgi stack membrane;Endosome, multivesicular body membrane;Endoplasmic reticulum membrane",u,receptor
AF-P42892-F1-model_v4,ECE1,P42892,Cell membrane,u,receptor
AF-P43003-F1-model_v4,SLC1A3,P43003,Cell membrane,u,receptor
AF-P43004-F1-model_v4,SLC1A2,P43004,Cell membrane,u,receptor
AF-P43005-F1-model_v4,SLC1A1,P43005,"Cell membrane;Apical cell membrane;Synapse, synaptosome;Early endosome membrane;Late endosome membrane;Recycling endosome membrane",u,receptor
AF-P43007-F1-model_v4,SLC1A4,P43007,Membrane;Melanosome,u,receptor
AF-P43026-F1-model_v4,GDF5,P43026,Secreted;Cell membrane,c,ligand
AF-P43080-F1-model_v4,GUCA1A,P43080,"Membrane;Photoreceptor inner segment;Cell projection, cilium, photoreceptor outer segment",u,receptor
AF-P43088-F1-model_v4,PTGFR,P43088,Cell membrane,u,receptor
AF-P43115-F1-model_v4,PTGER3,P43115,Cell membrane,c,receptor
AF-P43116-F1-model_v4,PTGER2,P43116,Cell membrane,c,receptor
AF-P43119-F1-model_v4,PTGIR,P43119,Cell membrane,c,receptor
AF-P43121-F1-model_v4,MCAM,P43121,Membrane,c,receptor
AF-P43146-F1-model_v4,DCC,P43146,Membrane,c,receptor
AF-P43220-F1-model_v4,GLP1R,P43220,Cell membrane,c,receptor
AF-P43235-F1-model_v4,CTSK,P43235,Lysosome;Secreted;Apical cell membrane,u,ligand
AF-P43250-F1-model_v4,GRK6,P43250,Membrane,u,receptor
AF-P43251-F1-model_v4,BTD,P43251,"Secreted, extracellular space",u,ligand
AF-P43353-F1-model_v4,ALDH3B1,P43353,Cell membrane,u,receptor
AF-P43403-F1-model_v4,ZAP70,P43403,Cytoplasm;Cell membrane,u,receptor
AF-P43405-F1-model_v4,SYK,P43405,"Cell membrane;Cytoplasm, cytosol",c,ligand
AF-P43489-F1-model_v4,TNFRSF4,P43489,Membrane,c,receptor
AF-P43490-F1-model_v4,NAMPT,P43490,Nucleus;Cytoplasm;Secreted,c,ligand
AF-P43626-F1-model_v4,KIR2DL1,P43626,Cell membrane,c,receptor
AF-P43627-F1-model_v4,KIR2DL2,P43627,Cell membrane,u,receptor
AF-P43628-F1-model_v4,KIR2DL3,P43628,Cell membrane,c,receptor
AF-P43629-F1-model_v4,KIR3DL1,P43629,Cell membrane,c,receptor
AF-P43630-F1-model_v4,KIR3DL2,P43630,Cell membrane,c,receptor
AF-P43631-F1-model_v4,KIR2DS2,P43631,Cell membrane,u,receptor
AF-P43632-F1-model_v4,KIR2DS4,P43632,Cell membrane,u,receptor
AF-P43652-F1-model_v4,AFM,P43652,Secreted,u,ligand
AF-P43657-F1-model_v4,LPAR6,P43657,Cell membrane,u,receptor
AF-P43681-F1-model_v4,CHRNA4,P43681,Postsynaptic cell membrane;Cell membrane;Cell membrane,c,receptor
AF-P45452-F1-model_v4,MMP13,P45452,"Secreted, extracellular space, extracellular matrix;Secreted",c,ligand
AF-P45844-F1-model_v4,ABCG1,P45844,Endoplasmic reticulum membrane;Golgi apparatus membrane;Cell membrane,u,receptor
AF-P45880-F1-model_v4,VDAC2,P45880,Mitochondrion outer membrane;Membrane,u,receptor
AF-P45983-F1-model_v4,MAPK8,P45983,Cytoplasm;Nucleus;Synapse,u,receptor
AF-P46019-F1-model_v4,PHKA2,P46019,Cell membrane,u,receptor
AF-P46020-F1-model_v4,PHKA1,P46020,Cell membrane,u,receptor
AF-P46059-F1-model_v4,SLC15A1,P46059,Membrane,u,receptor
AF-P46089-F1-model_v4,GPR3,P46089,Cell membrane,u,receptor
AF-P46091-F1-model_v4,CMKLR2,P46091,Cell membrane,c,receptor
AF-P46092-F1-model_v4,CCR10,P46092,Cell membrane,c,receptor
AF-P46093-F1-model_v4,GPR4,P46093,Cell membrane,u,receptor
AF-P46094-F1-model_v4,XCR1,P46094,Cell membrane,c,receptor
AF-P46095-F1-model_v4,GPR6,P46095,Cell membrane,u,receptor
AF-P46098-F1-model_v4,HTR3A,P46098,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-P46108-F1-model_v4,CRK,P46108,Cytoplasm;Cell membrane,u,receptor
AF-P46379-F1-model_v4,BAG6,P46379,"Cytoplasm, cytosol;Nucleus;Secreted, extracellular exosome",u,ligand
AF-P46531-F1-model_v4,NOTCH1,P46531,Cell membrane;Nucleus,c,receptor
AF-P46663-F1-model_v4,BDKRB1,P46663,Cell membrane,c,receptor
AF-P46695-F1-model_v4,IER3,P46695,Membrane,u,receptor
AF-P46721-F1-model_v4,SLCO1A2,P46721,Cell membrane,u,receptor
AF-P46821-F1-model_v4,MAP1B,P46821,"Cytoplasm, cytoskeleton;Cytoplasm;Synapse;Cell projection, dendritic spine;Cytoplasm",u,receptor
AF-P46934-F1-model_v4,NEDD4,P46934,Cytoplasm;Nucleus;Cell membrane,u,receptor
AF-P46940-F1-model_v4,IQGAP1,P46940,Cell membrane;Nucleus;Cytoplasm,u,receptor
AF-P47211-F1-model_v4,GALR1,P47211,Cell membrane,c,receptor
AF-P47710-F1-model_v4,CSN1S1,P47710,Secreted,u,ligand
AF-P47775-F1-model_v4,GPR12,P47775,Cell membrane,u,receptor
AF-P47804-F1-model_v4,RGR,P47804,Membrane,u,receptor
AF-P47869-F1-model_v4,GABRA2,P47869,"Postsynaptic cell membrane;Cell membrane;Cytoplasmic vesicle membrane;Cell projection, dendrite",u,receptor
AF-P47870-F1-model_v4,GABRB2,P47870,Postsynaptic cell membrane;Cell membrane;Cytoplasmic vesicle membrane,u,receptor
AF-P47871-F1-model_v4,GCGR,P47871,Cell membrane,c,receptor
AF-P47872-F1-model_v4,SCTR,P47872,Cell membrane,c,receptor
